route_id,src,dst,sp_dist_m,sp_time_s,sp_emis_g,fp_dist_m,fp_time_s,fp_emis_g,ca_dist_m,ca_time_s,ca_emis_g
111,1842455528,423744919,994.4847516301053,119.78573200232616,195.97300935335568,1017.1518905711324,102.38218101254016,194.63089584912393,1017.1518905711324,102.38218101254016,194.63089584912393
112,1317176280,6137935141,853.2233289987346,66.9753720713111,158.68615787736974,853.2233289987346,66.9753720713111,158.68615787736974,853.2233289987346,66.9753720713111,158.68615787736974
113,3726120778,448307457,1889.749294632281,208.43357850198586,368.40562690526025,1907.6386905807753,147.910010684423,356.34584269858385,1907.6386905807753,147.910010684423,356.34584269858385
114,3530536223,736207607,2279.4912645106374,244.60648419813134,441.44823272548433,2835.6668162892056,225.3393874153147,529.6066806608653,2283.6101310026997,249.0719868861242,443.55523451062703
115,1500742635,4202330449,482.5302897972575,69.48436173080509,98.22507211685424,482.5302897972575,69.48436173080509,98.22507211685424,484.56859962022145,69.7778783453119,98.63999556019134
116,1500356611,423744840,687.0769244225237,89.1249785421575,137.03472774130537,687.0769244225237,89.1249785421575,137.03472774130537,687.0769244225237,89.1249785421575,137.03472774130537
117,3563294493,6426357732,1822.0247434396754,232.4237687079242,362.5476619287004,1910.4658097969107,178.269488208401,363.82432433752643,1910.4658097969107,178.269488208401,363.82432433752643
118,423744896,421264386,352.0526666488005,50.69558399742726,71.66472095469645,352.0526666488005,50.69558399742726,71.66472095469645,352.0526666488005,50.69558399742726,71.66472095469645
119,6197065811,421262977,943.3205475774978,96.51309616680098,181.47656017330445,943.3205475774978,96.51309616680098,181.47656017330445,943.3205475774978,96.51309616680098,181.47656017330445
120,423744893,1462139766,799.6467636834157,111.26092144109198,161.65753308253605,823.7733134426882,108.4391965670729,164.95766621514218,802.7460524554701,109.40525147884229,161.6250177953143
121,736207362,3384284847,2096.120810086009,223.27637324488373,406.38860112563657,2591.1968096415344,193.42232264985572,480.9185436753032,2116.214208080354,219.77061796845072,408.76241014099406
122,1339408101,3370456519,691.8268701134174,81.57128924158764,135.9793951744109,691.8268701134174,81.57128924158764,135.9793951744109,691.8268701134174,81.57128924158764,135.9793951744109
123,421265107,736207324,1035.0104520985165,138.43793479637722,207.633425101894,1764.708372490972,134.78785118881038,328.4140783366856,1035.0104520985165,138.43793479637722,207.633425101894
124,3369884089,253179989,1072.40225810514,146.91031866512617,216.13492862501658,1510.7736444435618,134.90496414814336,285.9088195215039,1088.3598001200141,145.41805149444903,218.35805797934256
125,3370055428,1500723974,2375.723446245529,281.50263579947335,467.42560896164315,2394.4082430194153,217.30345247994796,454.5025107434088,2394.4082430194153,217.30345247994796,454.5025107434088
126,3887138916,1563301981,1321.4707677573574,140.96001346157024,255.76967170109822,1380.1509334741834,131.78883254132742,262.98825331843125,1326.5329902474718,138.22530656461757,255.8710938710143
127,3530536223,6485070847,924.711942997888,122.72746109578468,185.23050173067207,924.711942997888,122.72746109578468,185.23050173067207,924.711942997888,122.72746109578468,185.23050173067207
128,4386562995,491866470,1995.5375695495875,274.6140131652051,402.96816458663324,2002.3144128630595,267.72204241389466,402.0056961699241,2002.3144128630595,267.72204241389466,402.0056961699241
129,1317176280,1563306444,1326.7542157125497,100.679386786291,245.8366714722865,1326.7542157125497,100.679386786291,245.8366714722865,1326.7542157125497,100.679386786291,245.8366714722865
130,1339408148,421264396,1059.5653692183373,113.25235048308186,205.1396466785678,1059.5653692183373,113.25235048308186,205.1396466785678,1059.5653692183373,113.25235048308186,205.1396466785678
131,10289616892,6197065812,2191.9899885200116,280.5341796083794,436.7430022263073,2201.585203381824,269.5303096486114,435.45899535787385,2201.585203381824,269.5303096486114,435.45899535787385
132,421264396,421264386,628.114763364742,80.22055889877953,125.11717244542602,778.8854602625327,61.42995708241509,144.9447267986368,628.6854310311638,68.34170580710378,122.02504207792053
133,10309256814,4202336815,1647.1605463987823,201.46561177156818,325.57065689276,2112.5274580640994,165.9439271921192,394.3314925376024,1681.1245379892373,186.0971664679339,327.149800497892
